post_id,comment_id,post_title,post_selftext,post_author_flairs,comment_author_flairs,comment_body
16k9n3l,k0utjwt,kansas missouri 1200,kansas location memorial stadiumfaurot time 1200 watch tv sec networklsecn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['kansas', 'lincolnmo']",one im rooting k reward
189ybx5,kbu7nbl,final cfb playoff rankings 202324,1 2 washington 3 4 first two 5 florida 6 per cfb playoff selection show,"['oklahoma', 'redrivershootout']","['kansas', 'lincolnmo']",gonna get lost fucked fsu also issue washington play new orleans despite higher seed
