post_id,comment_id,post_title,post_selftext,post_author_flairs,comment_author_flairs,comment_body
172mpmi,k3yfefs,arizona usc 1030,uscfuscusc location uscfusc los angeles memorial coliseum time 1030 watch tv espnlespn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['louisiana', 'hirosaki']",taking us pac12 dark
16knfug,k0xws73,colorado colorado 1000,colorado location folsom time 1000 watch tv espnlespn rcfb made rcfb please keep trash talk civil report comments violate lets talk,['rcfb'],"['louisiana', 'hirosaki']",might ogre new first rules kill comeback
